file_id,class_id,p_target,p_confusable,top_confusable,decision,priority,onset,offset,path_norm
desed_object_drop_dishes_4812c9c9,object_drop_dishes,0.0074,0.025,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_4812c9c9.wav
desed_object_drop_dishes_4a44ca36,object_drop_dishes,0.0177,0.0066,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_4a44ca36.wav
desed_object_drop_dishes_4a8c0d08,object_drop_dishes,0.0206,0.0062,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_4a8c0d08.wav
desed_object_drop_dishes_4b7a604e,object_drop_dishes,0.1288,0.0058,door_slam,review,normal,0.0,0.683,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_4b7a604e.wav
desed_object_drop_dishes_4bbbbb16,object_drop_dishes,0.0157,0.0913,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_4bbbbb16.wav
desed_object_drop_dishes_4be4e5df,object_drop_dishes,0.0009,0.0058,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_4be4e5df.wav
desed_object_drop_dishes_4c8fb8ab,object_drop_dishes,0.0009,0.003,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_4c8fb8ab.wav
desed_object_drop_dishes_4d584fa1,object_drop_dishes,0.0128,0.0134,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_4d584fa1.wav
desed_object_drop_dishes_4d5d30f9,object_drop_dishes,0.001,0.0005,running_footsteps,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_4d5d30f9.wav
desed_object_drop_dishes_4d89ebdd,object_drop_dishes,0.1315,0.0321,glass_breaking,review,normal,6.023,7.182,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_4d89ebdd.wav
desed_object_drop_dishes_4ed95c7a,object_drop_dishes,0.0567,0.0418,glass_breaking,review,normal,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_4ed95c7a.wav
desed_object_drop_dishes_507798c9,object_drop_dishes,0.0009,0.0009,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_507798c9.wav
desed_object_drop_dishes_51064989,object_drop_dishes,0.0005,0.0006,running_footsteps,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_51064989.wav
desed_object_drop_dishes_54033c63,object_drop_dishes,0.013,0.0162,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_54033c63.wav
desed_object_drop_dishes_5628f41b,object_drop_dishes,0.0007,0.0074,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_5628f41b.wav
desed_object_drop_dishes_5994b36c,object_drop_dishes,0.0007,0.0016,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_5994b36c.wav
desed_object_drop_dishes_5ffecb99,object_drop_dishes,0.0024,0.007,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_5ffecb99.wav
desed_object_drop_dishes_60bd244d,object_drop_dishes,0.0001,0.0001,running_footsteps,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_60bd244d.wav
desed_object_drop_dishes_63210c7f,object_drop_dishes,0.0002,0.0028,door_slam,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_63210c7f.wav
desed_object_drop_dishes_63c1e056,object_drop_dishes,0.0007,0.0306,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_63c1e056.wav
desed_object_drop_dishes_63d8f1a6,object_drop_dishes,0.003,0.0085,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_63d8f1a6.wav
desed_object_drop_dishes_63f0e0ba,object_drop_dishes,0.0155,0.0045,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_63f0e0ba.wav
desed_object_drop_dishes_65524b3c,object_drop_dishes,0.0025,0.0011,running_footsteps,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_65524b3c.wav
desed_object_drop_dishes_65c09025,object_drop_dishes,0.0008,0.0066,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_65c09025.wav
desed_object_drop_dishes_65c30dd1,object_drop_dishes,0.0168,0.129,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_65c30dd1.wav
desed_object_drop_dishes_662b6953,object_drop_dishes,0.0571,0.085,glass_breaking,review,high,0.0,0.304,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_662b6953.wav
desed_object_drop_dishes_6af1b8e5,object_drop_dishes,0.0009,0.0022,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_6af1b8e5.wav
desed_object_drop_dishes_6afd3ab1,object_drop_dishes,0.0418,0.0154,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_6afd3ab1.wav
desed_object_drop_dishes_6b74f904,object_drop_dishes,0.0205,0.0519,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_6b74f904.wav
desed_object_drop_dishes_6c43c880,object_drop_dishes,0.0022,0.002,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_6c43c880.wav
desed_object_drop_dishes_6d173548,object_drop_dishes,0.4879,0.103,glass_breaking,auto_accept,,0.0,0.565,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_6d173548.wav
desed_object_drop_dishes_6e0e0c11,object_drop_dishes,0.0069,0.0333,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_6e0e0c11.wav
desed_object_drop_dishes_707e0ddf,object_drop_dishes,0.0048,0.0104,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_707e0ddf.wav
desed_object_drop_dishes_72530247,object_drop_dishes,0.0025,0.0018,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_72530247.wav
desed_object_drop_dishes_7651ef54,object_drop_dishes,0.0002,0.005,running_footsteps,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_7651ef54.wav
desed_object_drop_dishes_791f7f91,object_drop_dishes,0.0446,0.0041,door_slam,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_791f7f91.wav
desed_object_drop_dishes_7a75038b,object_drop_dishes,0.0064,0.5531,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_7a75038b.wav
desed_object_drop_dishes_7c6e0c91,object_drop_dishes,0.0053,0.0215,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_7c6e0c91.wav
desed_object_drop_dishes_7ce7866a,object_drop_dishes,0.0014,0.0008,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_7ce7866a.wav
desed_object_drop_dishes_7f9a132c,object_drop_dishes,0.0066,0.0086,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_7f9a132c.wav
desed_object_drop_dishes_807b6a21,object_drop_dishes,0.0617,0.0675,glass_breaking,review,high,0.0,0.48,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_807b6a21.wav
desed_object_drop_dishes_85f2a8ba,object_drop_dishes,0.0041,0.0191,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_85f2a8ba.wav
desed_object_drop_dishes_877407c0,object_drop_dishes,0.0014,0.0136,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_877407c0.wav
desed_object_drop_dishes_87e2de21,object_drop_dishes,0.0072,0.0982,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_87e2de21.wav
desed_object_drop_dishes_87eefa3a,object_drop_dishes,0.005,0.0025,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_87eefa3a.wav
desed_object_drop_dishes_8802594f,object_drop_dishes,0.0021,0.2054,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_8802594f.wav
desed_object_drop_dishes_8b5f5eb9,object_drop_dishes,0.0112,0.0058,door_slam,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_8b5f5eb9.wav
desed_object_drop_dishes_8b7d12d7,object_drop_dishes,0.0023,0.0686,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_8b7d12d7.wav
desed_object_drop_dishes_8fd1fe72,object_drop_dishes,0.0024,0.0017,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_8fd1fe72.wav
desed_object_drop_dishes_926dc52c,object_drop_dishes,0.0104,0.0175,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_926dc52c.wav
desed_object_drop_dishes_9464d95f,object_drop_dishes,0.0006,0.0018,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_9464d95f.wav
desed_object_drop_dishes_9735e767,object_drop_dishes,0.032,0.0411,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_9735e767.wav
desed_object_drop_dishes_9ae10f8b,object_drop_dishes,0.0038,0.011,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_9ae10f8b.wav
desed_object_drop_dishes_9c86fd85,object_drop_dishes,0.0004,0.0005,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_9c86fd85.wav
desed_object_drop_dishes_9f62685f,object_drop_dishes,0.0004,0.0008,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_9f62685f.wav
desed_object_drop_dishes_a141e13c,object_drop_dishes,0.0004,0.0016,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_a141e13c.wav
desed_object_drop_dishes_a2d4c4e7,object_drop_dishes,0.0275,0.0037,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_a2d4c4e7.wav
desed_object_drop_dishes_a3bbf9de,object_drop_dishes,0.0003,0.0005,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_a3bbf9de.wav
desed_object_drop_dishes_a3de2858,object_drop_dishes,0.0011,0.0008,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_a3de2858.wav
desed_object_drop_dishes_a7e77a7d,object_drop_dishes,0.0008,0.0006,running_footsteps,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_a7e77a7d.wav
desed_object_drop_dishes_a7e8ba1b,object_drop_dishes,0.0006,0.0053,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_a7e8ba1b.wav
desed_object_drop_dishes_acebad04,object_drop_dishes,0.0336,0.0008,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_acebad04.wav
desed_object_drop_dishes_ad2dee57,object_drop_dishes,0.0099,0.126,door_slam,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_ad2dee57.wav
desed_object_drop_dishes_b24bc78f,object_drop_dishes,0.0647,0.0054,glass_breaking,review,normal,0.0,0.492,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_b24bc78f.wav
desed_object_drop_dishes_b759027b,object_drop_dishes,0.0285,0.0164,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_b759027b.wav
desed_object_drop_dishes_b898eb6c,object_drop_dishes,0.0017,0.0003,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_b898eb6c.wav
desed_object_drop_dishes_b950dcb4,object_drop_dishes,0.0219,0.0331,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_b950dcb4.wav
desed_object_drop_dishes_babea0a4,object_drop_dishes,0.0069,0.2378,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_babea0a4.wav
desed_object_drop_dishes_bb4a2fa5,object_drop_dishes,0.008,0.0755,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_bb4a2fa5.wav
desed_object_drop_dishes_bbe0dbef,object_drop_dishes,0.0038,0.0016,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_bbe0dbef.wav
desed_object_drop_dishes_c0555ffd,object_drop_dishes,0.0006,0.0016,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_c0555ffd.wav
desed_object_drop_dishes_c3689da0,object_drop_dishes,0.1725,0.0871,glass_breaking,review,normal,0.0,0.503,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_c3689da0.wav
desed_object_drop_dishes_c42d1840,object_drop_dishes,0.0655,0.024,glass_breaking,review,normal,0.0,0.293,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_c42d1840.wav
desed_object_drop_dishes_c543bb6d,object_drop_dishes,0.0003,0.002,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_c543bb6d.wav
desed_object_drop_dishes_c5a0d2b9,object_drop_dishes,0.0052,0.0226,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_c5a0d2b9.wav
desed_object_drop_dishes_c722ee68,object_drop_dishes,0.0007,0.0066,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_c722ee68.wav
desed_object_drop_dishes_c9d2e5be,object_drop_dishes,0.0062,0.005,door_slam,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_c9d2e5be.wav
desed_object_drop_dishes_cae5fb40,object_drop_dishes,0.0523,0.003,glass_breaking,review,normal,0.27,1.029,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_cae5fb40.wav
desed_object_drop_dishes_d0a3d6e4,object_drop_dishes,0.0108,0.0687,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_d0a3d6e4.wav
desed_object_drop_dishes_d2a6cdd2,object_drop_dishes,0.0005,0.0005,door_slam,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_d2a6cdd2.wav
desed_object_drop_dishes_d50816c9,object_drop_dishes,0.0007,0.0021,running_footsteps,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_d50816c9.wav
desed_object_drop_dishes_d7220b1a,object_drop_dishes,0.0009,0.0004,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_d7220b1a.wav
desed_object_drop_dishes_d7274723,object_drop_dishes,0.0028,0.0155,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_d7274723.wav
desed_object_drop_dishes_da92eaf0,object_drop_dishes,0.0107,0.3949,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_da92eaf0.wav
desed_object_drop_dishes_dd5802d9,object_drop_dishes,0.0018,0.0366,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_dd5802d9.wav
desed_object_drop_dishes_e16d0bc6,object_drop_dishes,0.0152,0.0143,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_e16d0bc6.wav
desed_object_drop_dishes_e2ab024f,object_drop_dishes,0.0037,0.0746,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_e2ab024f.wav
desed_object_drop_dishes_e2ef3ac7,object_drop_dishes,0.0137,0.0225,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_e2ef3ac7.wav
desed_object_drop_dishes_e558553d,object_drop_dishes,0.0431,0.0281,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_e558553d.wav
desed_object_drop_dishes_e55e5e93,object_drop_dishes,0.0005,0.0031,door_slam,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_e55e5e93.wav
desed_object_drop_dishes_e6ab2350,object_drop_dishes,0.011,0.0303,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_e6ab2350.wav
desed_object_drop_dishes_f3404fb8,object_drop_dishes,0.001,0.0007,running_footsteps,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_f3404fb8.wav
desed_object_drop_dishes_f6026252,object_drop_dishes,0.0004,0.0026,running_footsteps,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_f6026252.wav
desed_object_drop_dishes_f6b34129,object_drop_dishes,0.0031,0.0034,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_f6b34129.wav
desed_object_drop_dishes_f72d721b,object_drop_dishes,0.0051,0.0184,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_f72d721b.wav
desed_object_drop_dishes_f9e0bd76,object_drop_dishes,0.0051,0.0116,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_f9e0bd76.wav
desed_object_drop_dishes_fbe96a66,object_drop_dishes,0.0005,0.0008,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_fbe96a66.wav
desed_object_drop_dishes_fcaa3d1c,object_drop_dishes,0.0031,0.0098,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\desed_object_drop_dishes_fcaa3d1c.wav
fsd50k_object_drop_dishes_004360b2,object_drop_dishes,0.0026,0.0162,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\fsd50k_object_drop_dishes_004360b2.wav
fsd50k_object_drop_dishes_01d0b188,object_drop_dishes,0.0082,0.157,door_slam,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\fsd50k_object_drop_dishes_01d0b188.wav
fsd50k_object_drop_dishes_043495bd,object_drop_dishes,0.0377,0.0046,running_footsteps,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\fsd50k_object_drop_dishes_043495bd.wav
fsd50k_object_drop_dishes_056dd826,object_drop_dishes,0.0196,0.2115,door_slam,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\fsd50k_object_drop_dishes_056dd826.wav
fsd50k_object_drop_dishes_05ccc5a8,object_drop_dishes,0.0008,0.0017,running_footsteps,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\fsd50k_object_drop_dishes_05ccc5a8.wav
fsd50k_object_drop_dishes_06e41c67,object_drop_dishes,0.0004,0.001,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\fsd50k_object_drop_dishes_06e41c67.wav
fsd50k_object_drop_dishes_0739e6d3,object_drop_dishes,0.0522,0.1464,glass_breaking,review,high,0.589,2.286,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\fsd50k_object_drop_dishes_0739e6d3.wav
fsd50k_object_drop_dishes_07e506c8,object_drop_dishes,0.0523,0.0581,door_slam,review,high,0.0,0.444,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\fsd50k_object_drop_dishes_07e506c8.wav
fsd50k_object_drop_dishes_0952bd85,object_drop_dishes,0.0024,0.0076,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\fsd50k_object_drop_dishes_0952bd85.wav
fsd50k_object_drop_dishes_0f3279b1,object_drop_dishes,0.0562,0.0673,glass_breaking,review,high,0.907,1.964,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\fsd50k_object_drop_dishes_0f3279b1.wav
fsd50k_object_drop_dishes_11021c0d,object_drop_dishes,0.0044,0.0102,door_slam,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\fsd50k_object_drop_dishes_11021c0d.wav
fsd50k_object_drop_dishes_13c48f0e,object_drop_dishes,0.0011,0.0024,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\fsd50k_object_drop_dishes_13c48f0e.wav
fsd50k_object_drop_dishes_140f1c19,object_drop_dishes,0.0071,0.0128,door_slam,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\fsd50k_object_drop_dishes_140f1c19.wav
fsd50k_object_drop_dishes_14224e51,object_drop_dishes,0.0019,0.0009,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\fsd50k_object_drop_dishes_14224e51.wav
fsd50k_object_drop_dishes_143de109,object_drop_dishes,0.0002,0.0005,glass_breaking,review,normal,,,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\fsd50k_object_drop_dishes_143de109.wav
fsd50k_object_drop_dishes_145fe20d,object_drop_dishes,0.1869,0.0635,door_slam,review,normal,0.268,0.805,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\object_drop_dishes\fsd50k_object_drop_dishes_145fe20d.wav
