priority,file_id,class_id,p_target,p_confusable,top_confusable,onset,offset,path_norm
normal,fsd50k_laughter_f05918c2,laughter,0.2703,0.0009,scream,1.869,3.249,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_f05918c2.wav
normal,fsd50k_laughter_f693f04c,laughter,0.2702,0.0004,scream,1.547,2.576,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_f693f04c.wav
normal,fsd50k_laughter_b1894eda,laughter,0.268,0.003,scream,0.0,0.689,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_b1894eda.wav
normal,fsd50k_laughter_35fdd0c0,laughter,0.2675,0.0025,scream,0.589,1.647,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_35fdd0c0.wav
normal,fsd50k_laughter_b109e0ca,laughter,0.2675,0.0005,scream,0.0,1.647,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_b109e0ca.wav
normal,fsd50k_laughter_7d678007,laughter,0.2668,0.0095,scream,0.0,1.005,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_7d678007.wav
normal,fsd50k_laughter_491c1f3f,laughter,0.2665,0.001,scream,0.27,1.97,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_491c1f3f.wav
normal,fsd50k_laughter_e264036d,laughter,0.2635,0.0172,scream,0.27,1.329,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_e264036d.wav
normal,fsd50k_laughter_e6a5f8ff,laughter,0.263,0.0008,shout_yell,0.0,2.606,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_e6a5f8ff.wav
normal,fsd50k_laughter_5e995ff7,laughter,0.2617,0.0009,scream,0.0,1.605,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_5e995ff7.wav
normal,fsd50k_laughter_a0b2f7b4,laughter,0.2594,0.0104,scream,0.27,1.01,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_a0b2f7b4.wav
normal,fsd50k_laughter_4cef5035,laughter,0.2573,0.0005,scream,0.0,0.391,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_4cef5035.wav
normal,fsd50k_laughter_e4f6c1b0,laughter,0.256,0.003,scream,1.549,3.249,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_e4f6c1b0.wav
normal,fsd50k_laughter_1fe90c01,laughter,0.2543,0.0052,scream,0.269,1.008,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_1fe90c01.wav
normal,fsd50k_laughter_bfaa687a,laughter,0.2532,0.0058,scream,0.0,0.687,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_bfaa687a.wav
normal,fsd50k_laughter_868eb91d,laughter,0.253,0.005,scream,0.0,1.01,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_868eb91d.wav
normal,fsd50k_laughter_36c5c51f,laughter,0.2519,0.0002,scream,1.549,2.579,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_36c5c51f.wav
normal,fsd50k_laughter_873c3817,laughter,0.2491,0.0012,scream,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_873c3817.wav
normal,fsd50k_laughter_06e6580e,laughter,0.2462,0.0055,scream,0.0,1.329,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_06e6580e.wav
normal,fsd50k_laughter_73e2928a,laughter,0.2457,0.023,scream,0.589,2.286,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_73e2928a.wav
normal,fsd50k_laughter_cb34f9a4,laughter,0.2457,0.0547,scream,0.0,1.01,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_cb34f9a4.wav
normal,fsd50k_laughter_c643b260,laughter,0.2447,0.001,scream,0.0,2.289,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_c643b260.wav
normal,fsd50k_laughter_1c82da80,laughter,0.2405,0.0031,scream,0.0,1.329,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_1c82da80.wav
normal,fsd50k_laughter_67294cbf,laughter,0.2402,0.004,scream,0.269,1.006,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_67294cbf.wav
normal,esc50_laughter_4e108347,laughter,0.2401,0.0009,scream,0.0,3.563,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\esc50_laughter_4e108347.wav
normal,fsd50k_laughter_f9f96ed2,laughter,0.2384,0.0086,scream,4.428,5.808,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_f9f96ed2.wav
normal,fsd50k_laughter_a0bad8bd,laughter,0.2378,0.0005,shout_yell,4.104,6.83,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_a0bad8bd.wav
normal,fsd50k_laughter_3cfb5eb8,laughter,0.233,0.0046,scream,0.269,2.432,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_3cfb5eb8.wav
normal,fsd50k_laughter_01d9e914,laughter,0.2313,0.0012,scream,0.0,1.007,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_01d9e914.wav
normal,fsd50k_laughter_13d7d5b5,laughter,0.2309,0.0663,scream,0.0,1.007,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_13d7d5b5.wav
normal,fsd50k_laughter_f92a4242,laughter,0.2289,0.0008,scream,0.0,1.841,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_f92a4242.wav
normal,fsd50k_laughter_38bce097,laughter,0.2281,0.0014,scream,0.0,1.007,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_38bce097.wav
normal,fsd50k_laughter_123fcd20,laughter,0.2234,0.0009,scream,2.187,3.885,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_123fcd20.wav
normal,fsd50k_laughter_c2998995,laughter,0.2229,0.0032,scream,15.942,17.962,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_c2998995.wav
normal,fsd50k_laughter_c9e032ca,laughter,0.22,0.0042,scream,0.0,1.008,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_c9e032ca.wav
normal,fsd50k_laughter_83b54a35,laughter,0.2199,0.0012,scream,0.0,1.004,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_83b54a35.wav
normal,fsd50k_laughter_d50b690b,laughter,0.2183,0.0015,scream,0.0,1.329,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_d50b690b.wav
normal,fsd50k_laughter_7790ea54,laughter,0.2177,0.0008,scream,0.0,0.963,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_7790ea54.wav
normal,fsd50k_laughter_8a7c8f1d,laughter,0.2117,0.0013,scream,0.0,1.329,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_8a7c8f1d.wav
normal,fsd50k_laughter_3cafab77,laughter,0.2112,0.032,scream,0.269,1.008,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_3cafab77.wav
normal,esc50_laughter_de5e5960,laughter,0.211,0.011,scream,0.0,1.647,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\esc50_laughter_de5e5960.wav
normal,fsd50k_laughter_1cf91de7,laughter,0.2109,0.0029,scream,0.269,1.326,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_1cf91de7.wav
normal,fsd50k_laughter_b1ebfa23,laughter,0.2095,0.0524,scream,5.387,6.767,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_b1ebfa23.wav
normal,esc50_laughter_e414fc3b,laughter,0.2093,0.0233,scream,0.0,1.008,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\esc50_laughter_e414fc3b.wav
normal,fsd50k_laughter_4f8c0836,laughter,0.2086,0.0008,shout_yell,0.0,1.325,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_4f8c0836.wav
normal,fsd50k_laughter_dbbb42f2,laughter,0.2064,0.0006,scream,0.269,1.717,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_dbbb42f2.wav
normal,fsd50k_laughter_7c2ec385,laughter,0.2063,0.0009,shout_yell,0.27,1.33,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_7c2ec385.wav
normal,fsd50k_laughter_91f976cf,laughter,0.2045,0.0004,shout_yell,0.0,2.081,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_91f976cf.wav
normal,fsd50k_laughter_a141ec91,laughter,0.2038,0.0075,scream,0.0,1.647,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_a141ec91.wav
normal,fsd50k_laughter_caf15281,laughter,0.2032,0.0081,scream,0.27,1.329,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_caf15281.wav
normal,fsd50k_laughter_f1db875c,laughter,0.2029,0.0008,scream,0.0,0.689,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_f1db875c.wav
normal,esc50_laughter_157dc3eb,laughter,0.2021,0.0007,scream,0.0,1.647,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\esc50_laughter_157dc3eb.wav
normal,esc50_laughter_ac22151d,laughter,0.2013,0.0014,scream,0.0,2.286,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\esc50_laughter_ac22151d.wav
normal,fsd50k_laughter_6a9a8296,laughter,0.2006,0.0014,shout_yell,0.0,1.328,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_6a9a8296.wav
normal,fsd50k_laughter_a1906a2f,laughter,0.2,0.0025,scream,0.0,1.095,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_a1906a2f.wav
normal,fsd50k_laughter_9666a599,laughter,0.1991,0.0015,scream,0.0,1.008,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_9666a599.wav
normal,fsd50k_laughter_bbe6468b,laughter,0.1971,0.0011,scream,1.548,3.245,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_bbe6468b.wav
normal,fsd50k_laughter_cd79a428,laughter,0.1956,0.002,scream,0.0,1.33,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_cd79a428.wav
normal,fsd50k_laughter_d65c9546,laughter,0.1954,0.0045,scream,2.51,3.249,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_d65c9546.wav
normal,fsd50k_laughter_3af5bed1,laughter,0.1949,0.0033,scream,0.27,2.926,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_3af5bed1.wav
normal,fsd50k_laughter_1c91133e,laughter,0.1934,0.0129,scream,6.344,8.362,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_1c91133e.wav
normal,fsd50k_laughter_b76c772f,laughter,0.1933,0.0009,scream,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_b76c772f.wav
normal,fsd50k_laughter_f964fe26,laughter,0.1923,0.0006,scream,0.0,0.766,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_f964fe26.wav
normal,fsd50k_laughter_cbdccb71,laughter,0.192,0.0015,scream,0.0,1.966,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_cbdccb71.wav
normal,fsd50k_laughter_1ff949b6,laughter,0.19,0.003,scream,0.0,1.33,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_1ff949b6.wav
normal,fsd50k_laughter_d052a76a,laughter,0.1894,0.0077,scream,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_d052a76a.wav
normal,fsd50k_laughter_46fbc33e,laughter,0.1893,0.0018,scream,0.0,1.004,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_46fbc33e.wav
normal,fsd50k_laughter_8b1d8aac,laughter,0.1885,0.0004,scream,0.0,0.447,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_8b1d8aac.wav
normal,fsd50k_laughter_dd6c11a4,laughter,0.1871,0.0028,scream,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_dd6c11a4.wav
normal,fsd50k_laughter_e38b9937,laughter,0.187,0.0053,scream,0.0,1.644,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_e38b9937.wav
normal,fsd50k_laughter_483c87cb,laughter,0.1843,0.007,scream,0.0,1.647,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_483c87cb.wav
normal,fsd50k_laughter_c8c1f0a2,laughter,0.184,0.0419,scream,2.825,4.523,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_c8c1f0a2.wav
normal,fsd50k_laughter_f5233fbd,laughter,0.184,0.0083,scream,0.0,2.287,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_f5233fbd.wav
normal,fsd50k_laughter_130d6529,laughter,0.1831,0.0009,scream,0.0,1.007,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_130d6529.wav
normal,fsd50k_laughter_35254290,laughter,0.1795,0.0005,shout_yell,0.0,1.968,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_35254290.wav
normal,esc50_laughter_bff4fba0,laughter,0.1794,0.005,scream,3.463,4.202,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\esc50_laughter_bff4fba0.wav
normal,esc50_laughter_9b6a405f,laughter,0.1789,0.0047,scream,0.0,1.327,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\esc50_laughter_9b6a405f.wav
normal,fsd50k_laughter_259fb75e,laughter,0.1782,0.004,scream,0.0,1.008,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_259fb75e.wav
normal,fsd50k_laughter_fd27c202,laughter,0.1763,0.0004,shout_yell,0.0,1.649,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_fd27c202.wav
normal,fsd50k_laughter_50ecc1f8,laughter,0.1743,0.0001,scream,1.225,2.37,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_50ecc1f8.wav
normal,fsd50k_laughter_c0521d43,laughter,0.1743,0.0073,scream,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_c0521d43.wav
normal,fsd50k_laughter_9e05c54a,laughter,0.1735,0.0043,scream,0.0,1.004,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_9e05c54a.wav
normal,fsd50k_laughter_93b5bef1,laughter,0.1715,0.0015,scream,0.91,1.97,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_93b5bef1.wav
normal,fsd50k_laughter_20decd2c,laughter,0.1714,0.0006,scream,0.0,0.929,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_20decd2c.wav
normal,esc50_laughter_00e40dab,laughter,0.1712,0.0043,scream,0.589,1.647,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\esc50_laughter_00e40dab.wav
normal,fsd50k_laughter_c2ce6f38,laughter,0.17,0.0007,scream,0.0,1.951,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_c2ce6f38.wav
normal,fsd50k_laughter_6cf36db1,laughter,0.1694,0.0017,scream,0.0,1.33,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_6cf36db1.wav
normal,fsd50k_laughter_1c83113f,laughter,0.1675,0.0015,scream,0.27,1.33,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_1c83113f.wav
normal,fsd50k_laughter_147cbbd1,laughter,0.1664,0.0009,scream,1.867,3.166,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_147cbbd1.wav
normal,fsd50k_laughter_2d569ca5,laughter,0.1661,0.0099,scream,0.0,1.008,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_2d569ca5.wav
normal,fsd50k_laughter_96109a44,laughter,0.165,0.0017,scream,0.27,1.328,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_96109a44.wav
normal,esc50_laughter_8ed1db17,laughter,0.1649,0.0024,scream,0.0,1.647,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\esc50_laughter_8ed1db17.wav
normal,fsd50k_laughter_35edbeb4,laughter,0.1646,0.0062,scream,0.0,1.008,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_35edbeb4.wav
normal,fsd50k_laughter_b2715de4,laughter,0.1631,0.001,scream,0.27,1.328,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_b2715de4.wav
normal,fsd50k_laughter_19b84663,laughter,0.1629,0.0026,scream,0.589,1.968,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_19b84663.wav
normal,fsd50k_laughter_d57b8838,laughter,0.1629,0.0045,scream,0.0,0.689,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_d57b8838.wav
normal,fsd50k_laughter_389e548e,laughter,0.1598,0.0048,scream,0.0,1.006,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_389e548e.wav
normal,fsd50k_laughter_cc281417,laughter,0.1585,0.0033,scream,0.0,1.004,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_cc281417.wav
normal,fsd50k_laughter_0577f46d,laughter,0.1581,0.0026,scream,0.0,1.006,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_0577f46d.wav
normal,fsd50k_laughter_da62bd96,laughter,0.1578,0.0099,scream,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_da62bd96.wav
normal,fsd50k_laughter_5b988f7c,laughter,0.1549,0.0021,scream,0.907,2.982,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_5b988f7c.wav
normal,fsd50k_laughter_61272ece,laughter,0.1549,0.013,scream,0.0,0.685,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_61272ece.wav
normal,fsd50k_laughter_d633641d,laughter,0.1543,0.0008,scream,0.27,1.969,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_d633641d.wav
normal,fsd50k_laughter_7b0dce9c,laughter,0.1522,0.0025,scream,0.269,1.328,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_7b0dce9c.wav
normal,fsd50k_laughter_11a3d62c,laughter,0.1518,0.0009,scream,0.0,0.689,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_11a3d62c.wav
normal,fsd50k_laughter_609ee8ef,laughter,0.1511,0.0057,scream,6.987,8.367,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_609ee8ef.wav
normal,esc50_laughter_a254709b,laughter,0.1507,0.0004,scream,3.463,5.0,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\esc50_laughter_a254709b.wav
normal,fsd50k_laughter_5a6e5573,laughter,0.1503,0.002,scream,0.0,0.686,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_5a6e5573.wav
normal,fsd50k_laughter_42448c83,laughter,0.1496,0.0004,scream,0.0,0.917,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_42448c83.wav
normal,fsd50k_laughter_9e85f6c7,laughter,0.1496,0.0014,scream,0.27,1.329,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_9e85f6c7.wav
normal,fsd50k_laughter_66b84a6f,laughter,0.1475,0.0006,shout_yell,0.0,1.331,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_66b84a6f.wav
normal,fsd50k_laughter_7e012d31,laughter,0.1473,0.0008,scream,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_7e012d31.wav
normal,fsd50k_laughter_ed9159bc,laughter,0.1472,0.002,scream,0.0,1.327,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_ed9159bc.wav
normal,fsd50k_laughter_e81c4afa,laughter,0.146,0.0026,scream,5.064,6.123,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_e81c4afa.wav
normal,fsd50k_laughter_ef336f47,laughter,0.1452,0.0012,scream,0.0,1.005,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_ef336f47.wav
normal,fsd50k_laughter_f70d27b3,laughter,0.1451,0.0013,scream,0.0,1.126,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_f70d27b3.wav
normal,fsd50k_laughter_44a56267,laughter,0.1425,0.014,scream,0.268,1.005,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_44a56267.wav
normal,fsd50k_laughter_102364b7,laughter,0.1417,0.0285,scream,2.186,3.274,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_102364b7.wav
normal,fsd50k_laughter_432d35c0,laughter,0.1412,0.0011,scream,0.0,1.97,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_432d35c0.wav
normal,fsd50k_laughter_e5284885,laughter,0.1411,0.0013,shout_yell,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_e5284885.wav
normal,fsd50k_laughter_07ad804d,laughter,0.1404,0.0003,shout_yell,0.0,3.236,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_07ad804d.wav
normal,fsd50k_laughter_a0843a40,laughter,0.1392,0.0004,scream,0.0,0.966,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_a0843a40.wav
normal,fsd50k_laughter_e6d94673,laughter,0.1388,0.0009,scream,0.0,1.01,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_e6d94673.wav
normal,fsd50k_laughter_68e2f53d,laughter,0.1383,0.0042,scream,3.787,5.486,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_68e2f53d.wav
normal,fsd50k_laughter_4d970099,laughter,0.1381,0.0017,scream,0.27,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_4d970099.wav
normal,fsd50k_laughter_dff64c2e,laughter,0.1377,0.0014,scream,0.0,0.688,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_dff64c2e.wav
normal,fsd50k_laughter_d3669d70,laughter,0.137,0.0004,scream,0.0,0.824,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_d3669d70.wav
normal,fsd50k_laughter_469e5b17,laughter,0.1365,0.0045,scream,0.0,1.005,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_469e5b17.wav
normal,fsd50k_laughter_d0a6e5c2,laughter,0.1363,0.0053,scream,0.91,2.29,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_d0a6e5c2.wav
normal,fsd50k_laughter_b6419242,laughter,0.1357,0.0007,scream,0.0,1.08,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_b6419242.wav
normal,fsd50k_laughter_41cdf621,laughter,0.1347,0.0012,scream,0.0,0.743,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_41cdf621.wav
normal,fsd50k_laughter_ec90aa7c,laughter,0.1326,0.0009,scream,0.0,1.01,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\laughter\fsd50k_laughter_ec90aa7c.wav
